event_id,gene_id,gene_symbol,event_label,AS_type,novel_isoform_event,mean_PSI_tumor,mean_PSI_normal,delta_PSI,P_value,P_adj_BH,significance,paper_threshold,direction
ENSG00000008838.21;SE:chr17:40033456-40034916:40034972-40035117:-,ENSG00000008838.21,MED24,MED24-SE,SE,True,0.5613214574627341,0.3256317448716708,0.2356897125910633,0.01673300899307091,0.5696969821066827,Not sig,False,NS
ENSG00000100429.18;A5:chr22:50250905-50250974:50250905-50251102:-,ENSG00000100429.18,HDAC10,HDAC10-A5,A5,False,0.42186304751685366,0.6574608413063519,-0.2355977937894982,0.1246498599439776,0.7178026201406152,Not sig,False,NS
ENSG00000124155.19;SE:chr20:45416343-45416517:45416654-45419295:+,ENSG00000124155.19,PIGT,PIGT-SE,SE,False,0.7756040014002957,0.5402104348723193,0.23539356652797638,0.2608080290043231,0.8017067928667956,Not sig,False,NS
ENSG00000105176.18;A3:chr19:30012531-30014887:30012531-30015536:+,ENSG00000105176.18,URI1,URI1-A3,A3,False,0.6220190271015895,0.38672522568469264,0.23529380141689688,0.012457614624797286,0.5326354532020886,Not sig,False,NS
ENSG00000105176.18;SE:chr19:29942664-29971193:29971227-29985223:+,ENSG00000105176.18,URI1,URI1-SE,SE,False,0.6220190271015895,0.38672522568469264,0.23529380141689688,0.012457614624797286,0.5326354532020886,Not sig,False,NS
ENSG00000072310.18;AF:chr17:17820521-17823518:17823618:17820521-17836727:17836986:-,ENSG00000072310.18,SREBF1,SREBF1-AF,AF,True,0.24186562091400368,0.4771377274113235,-0.2352721064973198,0.0588929443395203,0.6500858494123072,Not sig,False,NS
ENSG00000160867.15;A5:chr5:177087033-177089550:177087018-177089550:+,ENSG00000160867.15,FGFR4,FGFR4-A5,A5,True,0.6875573238360579,0.9223578514396816,-0.2348005276036237,0.2004391661244351,0.7611709673104282,Not sig,False,NS
ENSG00000073008.15;SE:chr19:44654017-44657762:44657910-44661292:+,ENSG00000073008.15,PVR,PVR-SE,SE,False,0.9892791331223789,0.7546899049240663,0.23458922819831263,0.2649938566032016,0.8017067928667956,Not sig,False,NS
ENSG00000196839.14;SE:chr20:44622930-44623007:44623078-44624202:-,ENSG00000196839.14,ADA,ADA-SE,SE,False,0.45029600338306375,0.6847836056942258,-0.23448760231116206,0.05771782397169394,0.6500858494123072,Not sig,False,NS
ENSG00000168439.17;A3:chr11:64193287-64194189:64193287-64194261:+,ENSG00000168439.17,STIP1,STIP1-A3,A3,True,0.6813822121044427,0.9155817048959888,-0.23419949279154606,0.1377942791456889,0.7387997558145967,Not sig,False,NS
ENSG00000108349.17;A3:chr17:40167948-40168203:40167948-40168329:+,ENSG00000108349.17,CASC3,CASC3-A3,A3,False,0.5337737094878275,0.7677075888702025,-0.23393387938237498,0.18146440509526945,0.7459414393910628,Not sig,False,NS
ENSG00000097021.20;AF:chr1:6349866-6358826:6359344:6349866-6385494:6385813:-,ENSG00000097021.20,ACOT7,ACOT7-AF,AF,False,0.5070738156866519,0.7408573988643535,-0.23378358317770165,0.1241583473798018,0.7178026201406152,Not sig,False,NS
ENSG00000250644.3;A5:chr11:1735429-1747667:1735429-1747757:-,ENSG00000250644.3,ENSG00000250644,ENSG00000250644-A5,A5,True,0.3071597124801225,0.5408948099055246,-0.2337350974254021,0.0865239330240183,0.6819306954207026,Not sig,False,NS
ENSG00000167123.20;SE:chr9:128434229-128434410:128434613-128435653:+,ENSG00000167123.20,CERCAM,CERCAM-SE,SE,True,0.5642734433102022,0.7975080450646443,-0.2332346017544421,0.048353706065688576,0.6488926175311566,Not sig,False,NS
ENSG00000168906.13;RI:chr2:85541829:85541972-85542155:85545281:+,ENSG00000168906.13,MAT2A,MAT2A-RI,RI,True,0.26740281605767746,0.5005398815939003,-0.23313706553622282,0.3114546434513254,0.8250022513668794,Not sig,False,NS
ENSG00000101187.16;RI:chr20:62667745:62668541-62668930:62669078:+,ENSG00000101187.16,SLCO4A1,SLCO4A1-RI,RI,True,0.7672336404392328,1.0,-0.2327663595607672,0.1343925484843977,0.7386568023574445,Not sig,False,NS
ENSG00000115380.20;A5:chr2:55922447-55922899:55922447-55923711:-,ENSG00000115380.20,EFEMP1,EFEMP1-A5,A5,True,0.17832138589415447,0.41075274189921446,-0.23243135600505999,0.08742444346159517,0.6819306954207026,Not sig,False,NS
ENSG00000112592.15;A3:chr6:170554463-170556879:170554463-170556882:+,ENSG00000112592.15,TBP,TBP-A3,A3,False,0.5558441147900955,0.7882460009600037,-0.2324018861699082,0.20187776887098338,0.7611709673104282,Not sig,False,NS
ENSG00000103148.17;RI:chr16:138150:138366-138642:138673:-,ENSG00000103148.17,NPRL3,NPRL3-RI,RI,True,1.0,0.7676044848200068,0.23239551517999324,0.13166801602281422,0.7307823319485099,Not sig,False,NS
ENSG00000087008.16;AF:chr4:8416535-8428351:8428486:8416535-8440648:8440723:-,ENSG00000087008.16,ACOX3,ACOX3-AF,AF,False,0.5632466567496099,0.7954097578737533,-0.2321631011241434,0.17002086283324386,0.7387997558145967,Not sig,False,NS
ENSG00000166889.14;SE:chr11:59655740-59655956:59656045-59656499:-,ENSG00000166889.14,PATL1,PATL1-SE,SE,False,0.7584439553956428,0.5264102165939356,0.2320337388017072,0.05822500233205248,0.6500858494123072,Not sig,False,NS
ENSG00000099377.14;A3:chr16:30985297-30985484:30985297-30985653:+,ENSG00000099377.14,HSD3B7,HSD3B7-A3,A3,True,0.32820087474693194,0.09620812442322516,0.23199275032370678,0.038950274590127204,0.6438483473630704,Not sig,False,NS
ENSG00000032389.13;SE:chr2:3257455-3274339:3274419-3338017:-,ENSG00000032389.13,EIPR1,EIPR1-SE,SE,False,0.5796922933140559,0.34779838374930966,0.23189390956474626,0.08707857514516017,0.6819306954207026,Not sig,False,NS
ENSG00000122359.18;SE:chr10:80172869-80173224:80173401-80176107:-,ENSG00000122359.18,ANXA11,ANXA11-SE,SE,True,0.2813853393845293,0.513273625396141,-0.23188828601161166,0.05771782397169394,0.6500858494123072,Not sig,False,NS
ENSG00000129667.13;A5:chr17:76487909-76500936:76487909-76501353:-,ENSG00000129667.13,RHBDF2,RHBDF2-A5,A5,True,0.3790833166176362,0.6109538117817119,-0.2318704951640757,0.08742444346159517,0.6819306954207026,Not sig,False,NS
ENSG00000196352.18;AL:chr1:207339417-207340391:207340766:207339417-207359546:207360501:+,ENSG00000196352.18,CD55,CD55-AL,AL,False,0.29323084064278404,0.5246488375352805,-0.23141799689249642,0.17912428129146396,0.7387997558145967,Not sig,False,NS
ENSG00000148358.20;SE:chr9:130107539-130110370:130110426-130124915:+,ENSG00000148358.20,GPR107,GPR107-SE,SE,False,0.4530537498783197,0.22173002555358803,0.23132372432473167,0.046218487394957986,0.6438483473630704,Not sig,False,NS
ENSG00000125459.18;A3:chr1:155613733-155614059:155613733-155614062:+,ENSG00000125459.18,MSTO1,MSTO1-A3,A3,True,0.508207543299455,0.7392636197969273,-0.2310560764974724,0.01673300899307091,0.5696969821066827,Not sig,False,NS
ENSG00000066322.15;AF:chr1:43365623-43366159:43366329:43365623-43367486:43367738:-,ENSG00000066322.15,ELOVL1,ELOVL1-AF,AF,True,0.4475145801331875,0.21654995622123224,0.23096462391195527,0.2026736482145196,0.7611709673104282,Not sig,False,NS
ENSG00000072778.20;RI:chr17:7221952:7222865-7223133:7223237:+,ENSG00000072778.20,ACADVL,ACADVL-RI,RI,True,0.7692307692307693,1.0,-0.23076923076923073,0.23850255227232536,0.7766601960650348,Not sig,False,NS
ENSG00000121057.13;AF:chr17:57085246:57085398-57105441:57085774:57086074-57105441:+,ENSG00000121057.13,AKAP1,AKAP1-AF,AF,False,0.5590297623996608,0.7897114052189428,-0.23068164281928194,0.048058389895590636,0.6488926175311566,Not sig,False,NS
ENSG00000013810.21;SE:chr4:1723870-1727708:1728787-1730887:+,ENSG00000013810.21,TACC3,TACC3-SE,SE,True,0.7696002886108784,1.0,-0.23039971138912163,0.08866934227477181,0.6856722850564373,Not sig,False,NS
ENSG00000178719.17;RI:chr8:143991878:143991949-143992245:143992373:+,ENSG00000178719.17,GRINA,GRINA-RI,RI,True,0.47788814591948536,0.7077080014316851,-0.22981985551219974,0.3009765435291826,0.8250022513668794,Not sig,False,NS
ENSG00000141349.10;SE:chr17:44074770-44074969:44075087-44075310:+,ENSG00000141349.10,G6PC3,G6PC3-SE,SE,False,0.3339132085295114,0.5630956864113753,-0.2291824778818639,0.1517765000737137,0.7387997558145967,Not sig,False,NS
ENSG00000141699.11;SE:chr17:42586891-42587834:42587864-42592056:-,ENSG00000141699.11,RETREG3,RETREG3-SE,SE,False,0.8433575298021261,0.614255440856842,0.22910208894528405,0.07168214070464485,0.6599089751717417,Not sig,False,NS
ENSG00000115677.18;AF:chr2:241268541-241271917:241271971:241268541-241272761:241272831:-,ENSG00000115677.18,HDLBP,HDLBP-AF,AF,True,0.3740143006277489,0.6030667309061097,-0.22905243027836086,0.02852720035382574,0.6299970912974008,Not sig,False,NS
ENSG00000156508.19;AF:chr6:73520056-73521000:73521032:73520056-73523447:73523815:-,ENSG00000156508.19,EEF1A1,EEF1A1-AF,AF,False,0.9608592402762927,0.7318487531650065,0.22901048711128613,0.1342420317945414,0.7386568023574445,Not sig,False,NS
ENSG00000151715.8;SE:chr11:129815898-129839553:129839702-129852475:+,ENSG00000151715.8,TMEM45B,TMEM45B-SE,SE,True,0.5529700850635885,0.32425024758872656,0.2287198374748619,0.12737726669615215,0.7178026201406152,Not sig,False,NS
ENSG00000158062.21;SE:chr1:26301722-26302813:26302918-26306592:-,ENSG00000158062.21,UBXN11,UBXN11-SE,SE,False,0.687990545917678,0.459607272957891,0.22838327295978705,0.24406604747162025,0.7766601960650348,Not sig,False,NS
ENSG00000086827.9;SE:chr11:113748420-113757662:113757853-113758554:-,ENSG00000086827.9,ZW10,ZW10-SE,SE,False,0.8875739147961154,0.659275030507307,0.2282988842888084,0.2615419151757738,0.8017067928667956,Not sig,False,NS
ENSG00000116698.22;A5:chr1:183542502-183544353:183542364-183544353:+,ENSG00000116698.22,SMG7,SMG7-A5,A5,True,0.5713982111625374,0.3436963070217955,0.22770190414074193,0.03648827952233525,0.6438483473630704,Not sig,False,NS
ENSG00000163788.14;RI:chr3:43303098:43303223-43303617:43303792:+,ENSG00000163788.14,SNRK,SNRK-RI,RI,False,0.6203289358275487,0.8477867011618996,-0.22745776533435091,0.05711409679803203,0.6500858494123072,Not sig,False,NS
ENSG00000110514.19;AF:chr11:47269693:47269906-47273827:47270156:47270246-47273827:+,ENSG00000110514.19,MADD,MADD-AF,AF,True,0.8104029366636348,0.5832601966050919,0.22714274005854296,0.26433964747886995,0.8017067928667956,Not sig,False,NS
ENSG00000090674.16;A3:chr19:7529712-7530286:7529712-7530435:+,ENSG00000090674.16,MCOLN1,MCOLN1-A3,A3,False,0.6052412979863192,0.8323385816971423,-0.22709728371082305,0.03757991420551374,0.6438483473630704,Not sig,False,NS
ENSG00000151500.15;AF:chr11:134252916-134253227:134253248:134252916-134253299:134253370:-,ENSG00000151500.15,THYN1,THYN1-AF,AF,False,0.5002187761267365,0.27380752289406257,0.22641125323267391,0.21001031991744068,0.7611709673104282,Not sig,False,NS
ENSG00000132016.12;AF:chr19:13904913-13905715:13906117:13904913-13906189:13906452:-,ENSG00000132016.12,BRME1,BRME1-AF,AF,False,0.6834030912907538,0.4571318557358324,0.2262712355549214,0.37816261147559116,0.8496899971422398,Not sig,False,NS
ENSG00000132016.12;SE:chr19:13882952-13883308:13883400-13885961:-,ENSG00000132016.12,BRME1,BRME1-SE,SE,False,0.6834030912907538,0.4571318557358324,0.2262712355549214,0.37816261147559116,0.8496899971422398,Not sig,False,NS
ENSG00000171302.17;MX:chr17:78997963-79000100:79000270-79009664:78997963-79005372:79005481-79009664:-,ENSG00000171302.17,CANT1,CANT1-MX,MX,True,0.9317044311099884,0.7054825797866371,0.22622185132335126,0.18391367700705466,0.7526439514245298,Not sig,False,NS
ENSG00000082996.20;MX:chr3:149813353-149813925:149814026-149846011:149813353-149814100:149814331-149846011:+,ENSG00000082996.20,RNF13,RNF13-MX,MX,False,0.6932104885518146,0.46706681288464746,0.2261436756671671,0.021966681409405865,0.6073044176119201,Not sig,False,NS
ENSG00000146918.20;SE:chr7:158646563-158650832:158650972-158652293:-,ENSG00000146918.20,NCAPG2,NCAPG2-SE,SE,False,0.4238399670101346,0.6498971698304513,-0.22605720282031672,0.14767834652062414,0.7387997558145967,Not sig,False,NS
ENSG00000004700.16;A5:chr12:21501215-21501413:21501215-21501463:-,ENSG00000004700.16,RECQL,RECQL-A5,A5,False,0.2576919047947222,0.48358917867385826,-0.22589727387913605,0.08742444346159517,0.6819306954207026,Not sig,False,NS
ENSG00000183010.17;SE:chr17:81933376-81934653:81934745-81934926:-,ENSG00000183010.17,PYCR1,PYCR1-SE,SE,True,0.7690937134919205,0.9949822130000128,-0.2258884995080923,0.22398547101158697,0.7766601960650348,Not sig,False,NS
ENSG00000141524.19;AF:chr17:78126906-78128612:78128730:78126906-78132341:78132407:-,ENSG00000141524.19,TMC6,TMC6-AF,AF,False,0.6077091215252586,0.8335404830254631,-0.22583136150020455,0.18146440509526945,0.7459414393910628,Not sig,False,NS
ENSG00000166188.3;SE:chr16:57998522-57999493:57999665-58000401:-,ENSG00000166188.3,ZNF319,ZNF319-SE,SE,True,0.9114509225788738,0.6857744810057745,0.2256764415730993,0.18749837116648532,0.7555576821097163,Not sig,False,NS
ENSG00000149476.16;AL:chr11:61345946-61346351:61349242:61345946-61352860:61353295:+,ENSG00000149476.16,TKFC,TKFC-AL,AL,False,0.42635725799767155,0.6517586314196921,-0.2254013734220206,0.02852720035382574,0.6299970912974008,Not sig,False,NS
ENSG00000163719.20;MX:chr3:9689082-9689964:9690143-9701790:9689082-9697711:9697866-9701790:+,ENSG00000163719.20,MTMR14,MTMR14-MX,MX,False,0.6039748808990436,0.8293272063274045,-0.22535232542836092,0.12150318221342059,0.7178026201406152,Not sig,False,NS
ENSG00000102312.24;A3:chrX:48509956-48511295:48509956-48511366:+,ENSG00000102312.24,PORCN,PORCN-A3,A3,True,0.31678292768342153,0.5419979510297536,-0.22521502334633203,0.1738183522337168,0.7387997558145967,Not sig,False,NS
ENSG00000101342.10;SE:chr20:36879193-36880655:36880750-36887455:+,ENSG00000101342.10,TLDC2,TLDC2-SE,SE,False,0.1760163801886284,0.4008704191905551,-0.22485403900192671,0.18636956289143544,0.7555576821097163,Not sig,False,NS
ENSG00000129071.10;A5:chr3:129434136-129436443:129434136-129436461:-,ENSG00000129071.10,MBD4,MBD4-A5,A5,False,0.6325385348825696,0.4080986333790959,0.2244399015034737,0.012457614624797286,0.5326354532020886,Not sig,False,NS
ENSG00000118515.12;AF:chr6:134174586-134174732:134174864:134174586-134177663:134177905:-,ENSG00000118515.12,SGK1,SGK1-AF,AF,True,0.6837526572128041,0.4593199920279844,0.2244326651848197,0.21001031991744068,0.7611709673104282,Not sig,False,NS
ENSG00000164924.18;AF:chr8:100948900-100951235:100951449:100948900-100953269:100953341:-,ENSG00000164924.18,YWHAZ,YWHAZ-AF,AF,False,0.33695034272247876,0.11295807841194999,0.22399226431052877,0.10407491980895539,0.6897155250950491,Not sig,False,NS
ENSG00000197971.16;AF:chr18:77105286-77105962:77106051:77105286-77132580:77132783:-,ENSG00000197971.16,MBP,MBP-AF,AF,True,0.7097163149586493,0.48574744318089785,0.22396887177775143,0.6608633656162205,0.9441426438562859,Not sig,False,NS
ENSG00000182718.18;A5:chr15:60386086-60396151:60386086-60396280:-,ENSG00000182718.18,ANXA2,ANXA2-A5,A5,True,0.360576173187663,0.584512421141013,-0.22393624795335,0.32712374508215847,0.8335648029571009,Not sig,False,NS
ENSG00000100266.19;A5:chr22:42912157-42959572:42912157-42959799:-,ENSG00000100266.19,PACSIN2,PACSIN2-A5,A5,True,0.6222444289090473,0.398675418744555,0.22356901016449232,0.024455936220642106,0.6299970912974008,Not sig,False,NS
ENSG00000138078.16;A3:chr2:44360038-44361380:44359750-44361380:-,ENSG00000138078.16,PREPL,PREPL-A3,A3,False,0.7261938089348581,0.9496553696997936,-0.2234615607649355,0.04648945777125243,0.6438483473630704,Not sig,False,NS
ENSG00000128274.17;RI:chr22:42692121:42693997-42695491:42695631:-,ENSG00000128274.17,A4GALT,A4GALT-RI,RI,True,0.46613128734231246,0.2429836513883747,0.22314763595393777,0.18146440509526945,0.7459414393910628,Not sig,False,NS
ENSG00000067836.13;A3:chr16:4797861-4797938:4797840-4797938:-,ENSG00000067836.13,ROGDI,ROGDI-A3,A3,True,0.34889819387512994,0.5720311256384368,-0.2231329317633069,0.046218487394957986,0.6438483473630704,Not sig,False,NS
ENSG00000085662.14;RI:chr7:134447298:134447381-134447980:134448061:-,ENSG00000085662.14,AKR1B1,AKR1B1-RI,RI,True,0.3832521142411284,0.16015323212117258,0.22309888211995585,0.07150228512457615,0.6599089751717417,Not sig,False,NS
ENSG00000102054.18;AF:chrX:16869220-16869494:16869886:16869220-16870038:16870361:-,ENSG00000102054.18,RBBP7,RBBP7-AF,AF,False,0.7606227577332696,0.5377112885893467,0.2229114691439229,0.24644830865147527,0.781198647337478,Not sig,False,NS
ENSG00000100083.19;AF:chr22:37608834:37608903-37614190:37612536:37613191-37614190:+,ENSG00000100083.19,GGA1,GGA1-AF,AF,False,0.40902045904310524,0.6318435191587773,-0.2228230601156721,0.07809286679262985,0.6819306954207026,Not sig,False,NS
ENSG00000119917.15;AF:chr10:89327997:89328078-89338661:89332484:89332627-89338661:+,ENSG00000119917.15,IFIT3,IFIT3-AF,AF,False,0.6017601654885019,0.3790169789473376,0.22274318654116426,0.21001031991744068,0.7611709673104282,Not sig,False,NS
ENSG00000110514.19;A5:chr11:47295576-47295897:47295567-47295897:+,ENSG00000110514.19,MADD,MADD-A5,A5,True,0.5863043042651924,0.8088188633266061,-0.2225145590614137,0.18146440509526945,0.7459414393910628,Not sig,False,NS
ENSG00000132376.20;SE:chr17:1513979-1515427:1515585-1515888:-,ENSG00000132376.20,INPP5K,INPP5K-SE,SE,False,0.8016845815142001,0.5794463986515852,0.22223818286261487,0.725562859405815,0.9608272232002899,Not sig,False,NS
ENSG00000124570.21;A5:chr6:2959342-2971248:2959342-2971533:-,ENSG00000124570.21,SERPINB6,SERPINB6-A5,A5,False,0.48330469759949696,0.2613034277763126,0.22200126982318436,0.1517765000737137,0.7387997558145967,Not sig,False,NS
ENSG00000105223.21;MX:chr19:40348768-40365553:40365585-40366419:40348768-40365662:40365930-40366419:+,ENSG00000105223.21,PLD3,PLD3-MX,MX,False,0.545314257413433,0.7672203805083199,-0.2219061230948869,0.1241583473798018,0.7178026201406152,Not sig,False,NS
ENSG00000139531.13;SE:chr12:55997339-55997615:55997723-56002212:+,ENSG00000139531.13,SUOX,SUOX-SE,SE,False,0.7253409411981486,0.947209449705608,-0.22186850850745943,0.019896600445988528,0.6073044176119201,Not sig,False,NS
ENSG00000164924.18;AF:chr8:100948900-100950406:100950557:100948900-100951929:100952020:-,ENSG00000164924.18,YWHAZ,YWHAZ-AF,AF,False,0.9613754801360088,0.739559115427121,0.22181636470888777,0.05666412592342752,0.6500858494123072,Not sig,False,NS
ENSG00000166816.15;A3:chr16:75114234-75114526:75114165-75114526:-,ENSG00000166816.15,LDHD,LDHD-A3,A3,False,0.6116817005004952,0.83341298376283,-0.22173128326233482,0.2853424946135947,0.8089470722391577,Not sig,False,NS
ENSG00000173801.17;AF:chr17:41771862-41772547:41772818:41771862-41786588:41786698:-,ENSG00000173801.17,JUP,JUP-AF,AF,True,0.3296597884358505,0.10801644275218582,0.22164334568366467,0.5091808156785447,0.9060033674199955,Not sig,False,NS
ENSG00000089159.17;AF:chr12:120224377-120225909:120226069:120224377-120264415:120264665:-,ENSG00000089159.17,PXN,PXN-AF,AF,True,0.5309937418965861,0.7524783031400089,-0.22148456124342275,0.17306190585913014,0.7387997558145967,Not sig,False,NS
ENSG00000122376.12;SE:chr10:87170974-87175889:87176095-87180075:+,ENSG00000122376.12,SHLD2,SHLD2-SE,SE,True,0.878106245543025,0.6569061326166481,0.22120011292637687,0.038950274590127204,0.6438483473630704,Not sig,False,NS
ENSG00000180917.18;A5:chr16:71288937-71289053:71288937-71289136:-,ENSG00000180917.18,CMTR2,CMTR2-A5,A5,True,0.6773614079393501,0.45621815347895234,0.22114325446039773,0.09548625200538352,0.6897155250950491,Not sig,False,NS
ENSG00000103811.18;A5:chr15:78939171-78944778:78939171-78944891:-,ENSG00000103811.18,CTSH,CTSH-A5,A5,False,0.2162828534849012,0.43740549810519724,-0.22112264462029604,0.08742444346159517,0.6819306954207026,Not sig,False,NS
ENSG00000095059.17;A3:chr19:12676225-12677108:12676142-12677108:-,ENSG00000095059.17,DHPS,DHPS-A3,A3,True,0.286048628870798,0.5070649402957209,-0.2210163114249229,0.12737726669615215,0.7178026201406152,Not sig,False,NS
ENSG00000116260.17;SE:chr1:180190580-180194213:180194392-180196262:+,ENSG00000116260.17,QSOX1,QSOX1-SE,SE,True,0.3748981027888332,0.5958216739979972,-0.22092357120916406,0.043578892410445866,0.6438483473630704,Not sig,False,NS
ENSG00000266173.7;A5:chr17:63714108-63728334:63714108-63728358:-,ENSG00000266173.7,STRADA,STRADA-A5,A5,True,0.60438758437363,0.38349589691256175,0.2208916874610683,0.21233307486690348,0.7648346702095693,Not sig,False,NS
ENSG00000130714.19;RI:chr9:131522932:131523170-131523347:131523799:+,ENSG00000130714.19,POMT1,POMT1-RI,RI,False,0.7502385806665433,0.9709491528769577,-0.22071057221041446,0.4066169380216323,0.8582222258669856,Not sig,False,NS
ENSG00000108312.15;AF:chr17:44218296-44219445:44219750:44218296-44221201:44221626:-,ENSG00000108312.15,UBTF,UBTF-AF,AF,False,0.3751605161918509,0.15455776806637464,0.22060274812547628,0.1357901336507864,0.7387997558145967,Not sig,False,NS
ENSG00000171681.13;A3:chr12:14425473-14434337:14425473-14434340:+,ENSG00000171681.13,ATF7IP,ATF7IP-A3,A3,True,0.7506645760238598,0.5302952496338071,0.2203693263900527,0.021966681409405865,0.6073044176119201,Not sig,False,NS
ENSG00000186340.17;SE:chr6:169233017-169234734:169234907-169237170:-,ENSG00000186340.17,THBS2,THBS2-SE,SE,False,0.6205938687769691,0.8407622352095593,-0.2201683664325902,0.012394378580594962,0.5326354532020886,Not sig,False,NS
ENSG00000198836.11;SE:chr3:193593409-193603500:193603557-193614723:+,ENSG00000198836.11,OPA1,OPA1-SE,SE,True,0.4319985023289576,0.21202923191972284,0.21996927040923475,0.08742444346159517,0.6819306954207026,Not sig,False,NS
ENSG00000163472.19;AF:chr1:156282948:156283065-156285184:156284314:156284406-156285184:+,ENSG00000163472.19,TMEM79,TMEM79-AF,AF,False,0.7800617891791594,1.0,-0.21993821082084064,0.12760732632782884,0.7185484516193363,Not sig,False,NS
ENSG00000119383.21;AF:chr9:129140008:129140151-129142445:129141954:129142082-129142445:+,ENSG00000119383.21,PTPA,PTPA-AF,AF,False,0.34511176238262437,0.5645813930982398,-0.21946963071561548,0.21001031991744068,0.7611709673104282,Not sig,False,NS
ENSG00000105953.16;SE:chr7:44606653-44618824:44618934-44624317:+,ENSG00000105953.16,OGDH,OGDH-SE,SE,True,0.25145325870953117,0.47071798449559715,-0.21926472578606598,0.12737726669615215,0.7178026201406152,Not sig,False,NS
ENSG00000105662.16;SE:chr19:18768793-18771442:18771546-18774900:+,ENSG00000105662.16,CRTC1,CRTC1-SE,SE,False,0.39774070579518983,0.6168364919790705,-0.2190957861838807,0.2026736482145196,0.7611709673104282,Not sig,False,NS
ENSG00000257923.12;SE:chr7:102280120-102280804:102280860-102281840:+,ENSG00000257923.12,CUX1,CUX1-SE,SE,True,0.3463813047396932,0.5652936020066137,-0.21891229726692052,0.08742444346159517,0.6819306954207026,Not sig,False,NS
ENSG00000182871.16;RI:chr21:45505358:45505431-45505835:45505966:+,ENSG00000182871.16,COL18A1,COL18A1-RI,RI,True,0.5726315726393861,0.7914925537393283,-0.21886098109994212,0.11281317427392688,0.7178026201406152,Not sig,False,NS
ENSG00000100325.15;A3:chr22:29802208-29804638:29802133-29804638:-,ENSG00000100325.15,ASCC2,ASCC2-A3,A3,True,0.7468817173221977,0.9657232050077437,-0.218841487685546,0.06781689129774604,0.6599089751717417,Not sig,False,NS
ENSG00000173801.17;AF:chr17:41771862-41785903:41786070:41771862-41786566:41786698:-,ENSG00000173801.17,JUP,JUP-AF,AF,True,0.7818657132024904,1.0,-0.21813428679750957,0.08701491251623493,0.6819306954207026,Not sig,False,NS
ENSG00000101115.13;A5:chr20:51789141-51790022:51789141-51791333:-,ENSG00000101115.13,SALL4,SALL4-A5,A5,False,0.8610479873747139,0.6433013558661466,0.21774663150856732,0.3933631045546298,0.8582222258669856,Not sig,False,NS
ENSG00000136114.17;SE:chr13:52378789-52386028:52386186-52397232:-,ENSG00000136114.17,THSD1,THSD1-SE,SE,True,0.4906504318435724,0.27303855229285057,0.2176118795507218,0.2014791054626223,0.7611709673104282,Not sig,False,NS
ENSG00000183207.14;A5:chr19:48993923-48999319:48993902-48999319:+,ENSG00000183207.14,RUVBL2,RUVBL2-A5,A5,True,0.8379388523717927,0.6204020912588104,0.21753676111298226,0.012457614624797286,0.5326354532020886,Not sig,False,NS
ENSG00000143537.14;AF:chr1:155050681:155050922-155052671:155051286:155051465-155052671:+,ENSG00000143537.14,ADAM15,ADAM15-AF,AF,True,0.13637173432744887,0.3536850557392698,-0.21731332141182091,0.12737726669615215,0.7178026201406152,Not sig,False,NS
ENSG00000145901.16;AF:chr5:151063747-151080880:151081016:151063747-151087085:151087158:-,ENSG00000145901.16,TNIP1,TNIP1-AF,AF,True,0.4899256773994774,0.7070886357398258,-0.21716295834034843,0.18636956289143544,0.7555576821097163,Not sig,False,NS
ENSG00000163714.18;A5:chr3:143021385-143021473:143021382-143021473:+,ENSG00000163714.18,U2SURP,U2SURP-A5,A5,True,0.5918533508055827,0.8084921474453951,-0.21663879663981245,0.046218487394957986,0.6438483473630704,Not sig,False,NS
ENSG00000127022.16;A5:chr5:179699049-179705679:179699005-179705679:+,ENSG00000127022.16,CANX,CANX-A5,A5,False,0.9988852608624514,0.7822478702679179,0.21663739059453357,0.0537380668130376,0.6500858494123072,Not sig,False,NS
ENSG00000185404.17;SE:chr2:230388633-230389919:230390023-230392087:+,ENSG00000185404.17,SP140L,SP140L-SE,SE,True,0.9373340333192991,0.7211615109707532,0.2161725223485459,0.02181694429987874,0.6073044176119201,Not sig,False,NS
ENSG00000182196.14;AF:chr12:122980060:122980745-122981129:122980748:122980812-122981129:+,ENSG00000182196.14,ARL6IP4,ARL6IP4-AF,AF,False,0.646712779704346,0.4308553120530165,0.21585746765132952,0.04746882361203416,0.6488926175311566,Not sig,False,NS
ENSG00000198758.11;A3:chr1:109760079-109761495:109759898-109761495:-,ENSG00000198758.11,EPS8L3,EPS8L3-A3,A3,True,0.7422181860945961,0.9580580852232781,-0.21583989912868196,0.5109393498748493,0.9060033674199955,Not sig,False,NS
ENSG00000163814.8;AF:chr3:45118621-45146206:45146378:45118621-45146390:45146422:-,ENSG00000163814.8,CDCP1,CDCP1-AF,AF,True,0.9870555785530573,0.7713602297653503,0.2156953487877069,0.2959458040534913,0.8250022513668794,Not sig,False,NS
ENSG00000197971.16;AF:chr18:77105286-77105962:77106051:77105286-77133516:77133683:-,ENSG00000197971.16,MBP,MBP-AF,AF,True,0.7622754289777107,0.546627911480851,0.21564751749685973,0.380246094723295,0.8496899971422398,Not sig,False,NS
ENSG00000122687.19;A5:chr7:2239707-2241975:2239707-2242162:-,ENSG00000122687.19,MRM2,MRM2-A5,A5,True,0.7239933502504678,0.508452433320694,0.21554091692977384,0.7214681988459053,0.9608272232002899,Not sig,False,NS
